Title,Tags,Text
We're Not Worthy,Arms|Coupon|Core,"Everyone remembers Wayne and Garth from Wayne's World: ""We're not worthy, we're not worthy."" With arms extended outward, lower and raise your arms. Okay, okay, it's a front raise. But this is F3! It's extremely effective when mixed with other arm exercises or by adding bricks or concrete blocks."
Webbicide,Cardio|Run,"Webbicide A standard suicide but instead of touching each line the pax does an increasing number of merkins at each line. Run to the first line, do one merkin, run back to start, run to next line, do two merkins, and so on until you get to 10. A running form of the Jack Webb usually done on a large parking lot."
Weekend at Bernie's,Full Body,"Weekend at Bernie's This is a partner drag exercise where one partner is a ""causality"" and the other partner has to get him down the field. Any type of drag can be used for this exercise. At warthog we used bear crawls as well drags where the pax drags the causality by the ankles down the field. Reason for name is because while we were preforming this exercise many pax had flashbacks to scenes in the move where they were moving Bernie around the house."
Weezy Jefferson,Core,"Weezy Jefferson Ab exercise performed lying on your back with hands under your bum and legs raised to a 90-degree angle. In cadence, lower your legs quickly toward the ground, stop them 6 inches above the ground without touching, and then move them back up to 90 degrees (like you're ""movin' on up"" like George & Weezy). This exercise can also be used in place of foot-push-downs during a Guantanamo by pushing the 90-degree legs from the head side. (Thanks to DÃ¶ner Kebab in Richmond.)"
Welcome Party,Routine,"Welcome Party Invite PAX to arrive 15 minutes before the workout. Any PAX can ""host,"" promising coffee, donuts, a safe space, etc., but instead, deliver pre-workout pain. For example, do rounds of burpees for 10 minutes, aiming for at least 100. Feel free to add burpee variations if desired. Bring some aggressive music to accompany the burpees."
Welsh Dragons,Arms|Full Body,"Welsh Dragons Stay in the plank position the entire time. Bear crawl forward 4 steps, then do 1 merkin, 1 plank jack, and tap the back of each shoulder once. Repeat, adding 1 rep to each exercise each timeâ€”bear crawl forward 4 steps, then do 2 merkins, 2 plank jacks, and 2 shoulder taps. Continue until you reach 10 reps of each exercise, have covered 30-50 feet, or until your arms give outâ€”whichever comes first."
Werewolf,Full Body,"Werewolf Start in the downward-facing dog position (high plank), transition to a low plank, then to upward-facing dog, and back to downward-facing dog in one smooth motion. On the return to downward-facing dog, the PAX should push through the shoulders to really feel the burn. It kind of looks like you are going from downward dog to howling at the moon. The first time the Smokehouse men did it, there was a full moon over Batesburg-Leesville."
Whamo lunge walks,Routine,"Whamo lunge walks Named after the toy company Wham-O. One pax throws a frisbee. All pax sprint in that direction until frisbee lands. When it lands, all PAX stop and then lunge-walk until they get to the frisbee. Can be modified with duck walk, crab walk, whatever."
Wheel of Animal Walk,Routine,"Wheel of Animal Walk Essentially a Wheel of Merkin with Animal Walks between each stage. Find a parking lot 40-60 yards across, preferably with an incline (the steeper, the better). Begin at the bottom of the incline. Frog Hop across and do 10 merkins with both hands on the curb. Bear Crawl across and do 10 merkins with your left hand on the curb. Duck Walk across and do 10 merkins with your feet on the curb. Crab Walk across and do 10 merkins with your right hand on the curb. (North Augusta PAX LOVE this one.)"
Wheel of Merkin,Arms,"Grab a piece of curb and start in an incline plank position. Perform a set number of reps in each merkin position before rotating to the next. Begin with an incline merkin. Then, rotate 90 degrees clockwise until your body is parallel to the curb, with your left hand and foot on the curb and your right hand and foot off it. Perform a merkin, then rotate another 90 degrees and perform a decline merkin. Rotate 90 degrees again and repeat, this time with your right hand and foot on the curb and your left hand and foot off it."
When Animals Attack,Routine|Full Body,"Mark off an area (kill zone). All PAX must remain in the area at all times. One PAX (the attacker or ""it"") starts in one corner, while all the other PAX start in the opposite corner. Assume the bear crawl position and stay there. The attacker begins to chase the other PAX throughout the kill zone (in bear crawl mode). Once contact is made with a PAX (""tag""), the contacted PAX becomes the new attacker, returns to their corner, and the game starts over. Adjust the exercise based on the size of the kill zone and the number of people. Variation: Instead of tagging, you must take your prey down to the ground (F3 meets jiu-jitsu), which should be safe from your hands and knees."
Wilson's Wife,Arms|Full Body,Wilson's Wife Inverted military press performed with your feet up on your partner's shoulders. It's essentially a BTTW (handstand) when you don't have a wall.
Wilt Chamberlains,Routine,"Wilt Chamberlains Named for Wilt Chamberlainâ€™s NBA record 100-point game. Space the cones 100 feet apart, the length of a basketball court. Line up at the first cone, do 100 LBCs, then run to the second cone and do 100 squats. Return to the first cone to do 100 flutter kicks (each leg), and then finish at the second cone with 100 lunges (50 each leg). This is a nice ab and lower body routine."
Windmill,warmup|Full Body,"Windmill Begin standing with your feet wider than shoulder-width apart and your arms straight out from your sides. With your legs kept straight, bend at the waist and touch your opposite toe with your hand. Bend back up at the waist and use your other hand to touch the opposite toe."
Windshield Wipers,Mary|Core,"Windshield Wipers This is a 10-count exercise. Start on your six with legs together at 90 degree angle. First, move both legs together to the left, till they are 6 inches from the ground. Then go to the right till they are six inches from the ground all the way to the right. Finally, go back to the middle to end the 10-count. Rinse and repeat."
Wing Nut,Core,"Wing Nut Done in cadence. Start with sitting on a picnic table with your feet under the bench, lean back to approximately 15 degrees with your back and neck straight. With your fists touching in front of your chest and elbows pointing parallel with your shoulders, rotate your waist so that each elbow touches the tabletop. Complete in a 4-count cadence."
WMD,Arms,"WMD 3 merkins performed in succession with no break in form. 1 Wide Arm Merkin, 1 Regular Merkin, 1 Diamond Merkin. (aka Worst Merkin Ever)"
WMD Crawl,Arms|Full Body,"WMD Crawl A Bear Crawl executed by performing 5 Werkins, then crawling 10 steps with hands set out wide, followed by 5 Regular Merkins and crawling 10 steps with hands in a normal position, and finishing with 5 Diamond Merkins and crawling 10 steps with hands set close. Rinse and repeat until the desired distance has been traveled."
Wojo Squats,Legs,"Wojo Squats Named after Duke basketball player Steve Wojciechowski, who would slap the floor, these are squats where you slap the pavement at the bottom of each rep, just like an overly energetic Duke basketball player."
Wood Chopper,Full Body,"Wood Chopper Grab a sandbag (for the added instability) or a paver. Start in a crouch, twisted to the left, with the sandbag outside your left shin (1). Swing the sandbag up across your body to the right to a standing press position, with the weight outside your right shoulder (2). Swing back down to the left to the starting position (3). Back up (4). Swing vigorously enough to require deceleration at both the top and bottomâ€”really go for it, as if you were chopping wood. Perform this for a 20-count in cadence. Switch sides to start on the right and repeat. Intermingle with another exercise for recovery, and complete 3 sets for a true crowd-pleaser. Expect some serious soreness from hips to armpits. Disclaimer: Maintain good formâ€”straight backs! Those with bad backs or unfit FNGs should modify to jumpies with the weight."
